DATE,COUNTRY,CITY,VALUE
15-04-2019,US,El Paso,25
16-04-2019,US,El Paso,25
17-04-2019,US,El Paso,25
18-04-2019,US,El Paso,17
19-04-2019,US,El Paso,25
20-04-2019,US,El Paso,38
21-04-2019,US,El Paso,21
22-04-2019,US,El Paso,30
23-04-2019,US,El Paso,17
24-04-2019,US,El Paso,13
25-04-2019,US,El Paso,21
26-04-2019,US,El Paso,28
27-04-2019,US,El Paso,25
28-04-2019,US,El Paso,22
29-04-2019,US,El Paso,21
30-04-2019,US,El Paso,25
01-05-2019,US,El Paso,48
02-05-2019,US,El Paso,17
03-05-2019,US,El Paso,33
04-05-2019,US,El Paso,30
05-05-2019,US,El Paso,24
06-05-2019,US,El Paso,29
07-05-2019,US,El Paso,38
08-05-2019,US,El Paso,38
09-05-2019,US,El Paso,36
10-05-2019,US,El Paso,24
10-05-2019,US,El Paso,24
11-05-2019,US,El Paso,34
12-05-2019,US,El Paso,20
13-05-2019,US,El Paso,17
14-05-2019,US,El Paso,21
15-05-2019,US,El Paso,27
16-05-2019,US,El Paso,26
17-05-2019,US,El Paso,34
18-05-2019,US,El Paso,25
19-05-2019,US,El Paso,25
20-05-2019,US,El Paso,38
21-05-2019,US,El Paso,30
22-05-2019,US,El Paso,46
23-05-2019,US,El Paso,38
24-05-2019,US,El Paso,25
25-05-2019,US,El Paso,25
26-05-2019,US,El Paso,45
27-05-2019,US,El Paso,38
28-05-2019,US,El Paso,20
29-05-2019,US,El Paso,21
30-05-2019,US,El Paso,38
31-05-2019,US,El Paso,46
01-06-2019,US,El Paso,54
02-06-2019,US,El Paso,13
03-06-2019,US,El Paso,27
04-06-2019,US,El Paso,21
05-06-2019,US,El Paso,25
06-06-2019,US,El Paso,25
07-06-2019,US,El Paso,30
08-06-2019,US,El Paso,25
09-06-2019,US,El Paso,36
10-06-2019,US,El Paso,18
10-06-2019,US,El Paso,18
11-06-2019,US,El Paso,25
12-06-2019,US,El Paso,17
13-06-2019,US,El Paso,42
14-06-2019,US,El Paso,38
15-06-2019,US,El Paso,30
16-06-2019,US,El Paso,26
17-06-2019,US,El Paso,28
18-06-2019,US,El Paso,29
19-06-2019,US,El Paso,30
20-06-2019,US,El Paso,28
21-06-2019,US,El Paso,30
22-06-2019,US,El Paso,22
23-06-2019,US,El Paso,21
24-06-2019,US,El Paso,25
25-06-2019,US,El Paso,50
26-06-2019,US,El Paso,42
27-06-2019,US,El Paso,38
28-06-2019,US,El Paso,46
29-06-2019,US,El Paso,38
30-06-2019,US,El Paso,38
01-07-2019,US,El Paso,19
02-07-2019,US,El Paso,17
03-07-2019,US,El Paso,30
04-07-2019,US,El Paso,21
05-07-2019,US,El Paso,31
06-07-2019,US,El Paso,37
07-07-2019,US,El Paso,24
08-07-2019,US,El Paso,25
09-07-2019,US,El Paso,25
10-07-2019,US,El Paso,25
11-07-2019,US,El Paso,11
12-07-2019,US,El Paso,25
13-07-2019,US,El Paso,34
14-07-2019,US,El Paso,34
15-07-2019,US,El Paso,37
16-07-2019,US,El Paso,34
17-07-2019,US,El Paso,30
18-07-2019,US,El Paso,30
19-07-2019,US,El Paso,30
20-07-2019,US,El Paso,25
21-07-2019,US,El Paso,30
22-07-2019,US,El Paso,38
23-07-2019,US,El Paso,30
24-07-2019,US,El Paso,30
25-07-2019,US,El Paso,32
26-07-2019,US,El Paso,34
27-07-2019,US,El Paso,30
28-07-2019,US,El Paso,21
29-07-2019,US,El Paso,42
30-07-2019,US,El Paso,38
31-07-2019,US,El Paso,28
01-08-2019,US,El Paso,25
02-08-2019,US,El Paso,21
03-08-2019,US,El Paso,38
04-08-2019,US,El Paso,27
05-08-2019,US,El Paso,20
06-08-2019,US,El Paso,30
07-08-2019,US,El Paso,25
08-08-2019,US,El Paso,21
09-08-2019,US,El Paso,25
10-08-2019,US,El Paso,25
11-08-2019,US,El Paso,25
12-08-2019,US,El Paso,17
13-08-2019,US,El Paso,21
14-08-2019,US,El Paso,37
15-08-2019,US,El Paso,34
16-08-2019,US,El Paso,30
17-08-2019,US,El Paso,23
18-08-2019,US,El Paso,21
19-08-2019,US,El Paso,28
20-08-2019,US,El Paso,30
21-08-2019,US,El Paso,46
22-08-2019,US,El Paso,30
23-08-2019,US,El Paso,27
24-08-2019,US,El Paso,23
25-08-2019,US,El Paso,17
26-08-2019,US,El Paso,25
27-08-2019,US,El Paso,39
28-08-2019,US,El Paso,37
29-08-2019,US,El Paso,27
30-08-2019,US,El Paso,21
31-08-2019,US,El Paso,25
01-09-2019,US,El Paso,14
02-09-2019,US,El Paso,22
03-09-2019,US,El Paso,18
04-09-2019,US,El Paso,25
05-09-2019,US,El Paso,25
06-09-2019,US,El Paso,33
07-09-2019,US,El Paso,25
08-09-2019,US,El Paso,25
09-09-2019,US,El Paso,21
10-09-2019,US,El Paso,17
11-09-2019,US,El Paso,30
12-09-2019,US,El Paso,17
13-09-2019,US,El Paso,25
14-09-2019,US,El Paso,25
15-09-2019,US,El Paso,26
16-09-2019,US,El Paso,21
17-09-2019,US,El Paso,18
18-09-2019,US,El Paso,21
19-09-2019,US,El Paso,20
20-09-2019,US,El Paso,19
21-09-2019,US,El Paso,26
22-09-2019,US,El Paso,22
23-09-2019,US,El Paso,17
24-09-2019,US,El Paso,17
25-09-2019,US,El Paso,21
26-09-2019,US,El Paso,25
27-09-2019,US,El Paso,21
28-09-2019,US,El Paso,17
29-09-2019,US,El Paso,21
30-09-2019,US,El Paso,25
30-09-2019,US,El Paso,25
01-10-2019,US,El Paso,21
02-10-2019,US,El Paso,32
03-10-2019,US,El Paso,30
04-10-2019,US,El Paso,84
05-10-2019,US,El Paso,25
06-10-2019,US,El Paso,34
07-10-2019,US,El Paso,30
08-10-2019,US,El Paso,18
09-10-2019,US,El Paso,17
10-10-2019,US,El Paso,17
11-10-2019,US,El Paso,25
12-10-2019,US,El Paso,21
13-10-2019,US,El Paso,34
14-10-2019,US,El Paso,17
15-10-2019,US,El Paso,17
16-10-2019,US,El Paso,25
17-10-2019,US,El Paso,30
18-10-2019,US,El Paso,18
19-10-2019,US,El Paso,17
20-10-2019,US,El Paso,21
21-10-2019,US,El Paso,19
22-10-2019,US,El Paso,21
23-10-2019,US,El Paso,22
24-10-2019,US,El Paso,25
25-10-2019,US,El Paso,21
26-10-2019,US,El Paso,25
27-10-2019,US,El Paso,25
28-10-2019,US,El Paso,34
29-10-2019,US,El Paso,34
30-10-2019,US,El Paso,32
31-10-2019,US,El Paso,20
01-11-2019,US,El Paso,17
02-11-2019,US,El Paso,25
03-11-2019,US,El Paso,29
04-11-2019,US,El Paso,21
05-11-2019,US,El Paso,21
06-11-2019,US,El Paso,30
07-11-2019,US,El Paso,41
08-11-2019,US,El Paso,17
09-11-2019,US,El Paso,21
10-11-2019,US,El Paso,17
11-11-2019,US,El Paso,25
12-11-2019,US,El Paso,30
13-11-2019,US,El Paso,25
14-11-2019,US,El Paso,25
15-11-2019,US,El Paso,30
16-11-2019,US,El Paso,38
17-11-2019,US,El Paso,38
18-11-2019,US,El Paso,34
19-11-2019,US,El Paso,25
20-11-2019,US,El Paso,17
21-11-2019,US,El Paso,17
22-11-2019,US,El Paso,13
23-11-2019,US,El Paso,17
24-11-2019,US,El Paso,17
25-11-2019,US,El Paso,15
26-11-2019,US,El Paso,18
27-11-2019,US,El Paso,17
28-11-2019,US,El Paso,13
29-11-2019,US,El Paso,15
30-11-2019,US,El Paso,12
01-12-2019,US,El Paso,21
02-12-2019,US,El Paso,21
03-12-2019,US,El Paso,34
04-12-2019,US,El Paso,24
05-12-2019,US,El Paso,19
06-12-2019,US,El Paso,30
07-12-2019,US,El Paso,34
08-12-2019,US,El Paso,21
09-12-2019,US,El Paso,22
10-12-2019,US,El Paso,24
11-12-2019,US,El Paso,21
12-12-2019,US,El Paso,31
13-12-2019,US,El Paso,17
14-12-2019,US,El Paso,17
15-12-2019,US,El Paso,17
16-12-2019,US,El Paso,13
17-12-2019,US,El Paso,13
18-12-2019,US,El Paso,21
19-12-2019,US,El Paso,25
20-12-2019,US,El Paso,34
21-12-2019,US,El Paso,30
22-12-2019,US,El Paso,46
23-12-2019,US,El Paso,43
24-12-2019,US,El Paso,50
25-12-2019,US,El Paso,21
26-12-2019,US,El Paso,21
27-12-2019,US,El Paso,23
28-12-2019,US,El Paso,10
29-12-2019,US,El Paso,13
30-12-2019,US,El Paso,17
30-12-2019,US,El Paso,17
31-12-2019,US,El Paso,15
31-12-2019,US,El Paso,15
01-01-2020,US,El Paso,23
01-01-2020,US,El Paso,23
02-01-2020,US,El Paso,20
03-01-2020,US,El Paso,17
04-01-2020,US,El Paso,21
04-01-2020,US,El Paso,21
05-01-2020,US,El Paso,34
06-01-2020,US,El Paso,21
07-01-2020,US,El Paso,33
07-01-2020,US,El Paso,33
08-01-2020,US,El Paso,30
09-01-2020,US,El Paso,25
10-01-2020,US,El Paso,34
10-01-2020,US,El Paso,34
11-01-2020,US,El Paso,21
12-01-2020,US,El Paso,25
13-01-2020,US,El Paso,25
14-01-2020,US,El Paso,28
15-01-2020,US,El Paso,42
16-01-2020,US,El Paso,30
17-01-2020,US,El Paso,25
18-01-2020,US,El Paso,17
19-01-2020,US,El Paso,21
20-01-2020,US,El Paso,13
21-01-2020,US,El Paso,24
22-01-2020,US,El Paso,17
23-01-2020,US,El Paso,17
24-01-2020,US,El Paso,33
25-01-2020,US,El Paso,30
26-01-2020,US,El Paso,21
27-01-2020,US,El Paso,18
28-01-2020,US,El Paso,13
29-01-2020,US,El Paso,21
30-01-2020,US,El Paso,21
31-01-2020,US,El Paso,16
01-02-2020,US,El Paso,13
01-02-2020,US,El Paso,13
02-02-2020,US,El Paso,34
03-02-2020,US,El Paso,17
04-02-2020,US,El Paso,20
04-02-2020,US,El Paso,20
05-02-2020,US,El Paso,30
06-02-2020,US,El Paso,25
07-02-2020,US,El Paso,30
07-02-2020,US,El Paso,30
08-02-2020,US,El Paso,14
09-02-2020,US,El Paso,30
10-02-2020,US,El Paso,28
10-02-2020,US,El Paso,28
11-02-2020,US,El Paso,21
12-02-2020,US,El Paso,13
13-02-2020,US,El Paso,35
14-02-2020,US,El Paso,34
15-02-2020,US,El Paso,25
16-02-2020,US,El Paso,20
17-02-2020,US,El Paso,21
18-02-2020,US,El Paso,25
19-02-2020,US,El Paso,33
20-02-2020,US,El Paso,38
21-02-2020,US,El Paso,30
22-02-2020,US,El Paso,30
23-02-2020,US,El Paso,25
24-02-2020,US,El Paso,13
25-02-2020,US,El Paso,17
26-02-2020,US,El Paso,21
27-02-2020,US,El Paso,24
28-02-2020,US,El Paso,25
29-02-2020,US,El Paso,21
01-03-2020,US,El Paso,21
01-03-2020,US,El Paso,21
02-03-2020,US,El Paso,23
03-03-2020,US,El Paso,17
04-03-2020,US,El Paso,21
04-03-2020,US,El Paso,21
05-03-2020,US,El Paso,30
06-03-2020,US,El Paso,22
07-03-2020,US,El Paso,26
07-03-2020,US,El Paso,26
08-03-2020,US,El Paso,21
09-03-2020,US,El Paso,38
10-03-2020,US,El Paso,38
10-03-2020,US,El Paso,38
11-03-2020,US,El Paso,30
12-03-2020,US,El Paso,17
13-03-2020,US,El Paso,13
14-03-2020,US,El Paso,17
15-03-2020,US,El Paso,31
16-03-2020,US,El Paso,20
17-03-2020,US,El Paso,17
18-03-2020,US,El Paso,17
19-03-2020,US,El Paso,13
20-03-2020,US,El Paso,17
21-03-2020,US,El Paso,17
22-03-2020,US,El Paso,13
23-03-2020,US,El Paso,18
24-03-2020,US,El Paso,16
25-03-2020,US,El Paso,17
26-03-2020,US,El Paso,17
27-03-2020,US,El Paso,43
28-03-2020,US,El Paso,21
29-03-2020,US,El Paso,25
30-03-2020,US,El Paso,21
30-03-2020,US,El Paso,21
31-03-2020,US,El Paso,25
31-03-2020,US,El Paso,25
01-04-2020,US,El Paso,21
01-04-2020,US,El Paso,21
02-04-2020,US,El Paso,17
03-04-2020,US,El Paso,20
04-04-2020,US,El Paso,21
04-04-2020,US,El Paso,21
05-04-2020,US,El Paso,25
06-04-2020,US,El Paso,41
07-04-2020,US,El Paso,33
07-04-2020,US,El Paso,33
08-04-2020,US,El Paso,30
09-04-2020,US,El Paso,30
10-04-2020,US,El Paso,46
10-04-2020,US,El Paso,46
11-04-2020,US,El Paso,34
12-04-2020,US,El Paso,25
13-04-2020,US,El Paso,21
14-04-2020,US,El Paso,17
15-04-2020,US,El Paso,25
16-04-2020,US,El Paso,21
17-04-2020,US,El Paso,23
18-04-2020,US,El Paso,27
19-04-2020,US,El Paso,17
20-04-2020,US,El Paso,21
21-04-2020,US,El Paso,21
22-04-2020,US,El Paso,17
23-04-2020,US,El Paso,22
24-04-2020,US,El Paso,25
25-04-2020,US,El Paso,30
26-04-2020,US,El Paso,29
27-04-2020,US,El Paso,27
28-04-2020,US,El Paso,25
29-04-2020,US,El Paso,34
30-04-2020,US,El Paso,34
01-05-2020,US,El Paso,38
01-05-2020,US,El Paso,38
02-05-2020,US,El Paso,15
03-05-2020,US,El Paso,30
04-05-2020,US,El Paso,19
04-05-2020,US,El Paso,19
05-05-2020,US,El Paso,42
06-05-2020,US,El Paso,38
07-05-2020,US,El Paso,30
07-05-2020,US,El Paso,30
08-05-2020,US,El Paso,24
09-05-2020,US,El Paso,25
10-05-2020,US,El Paso,53
11-05-2020,US,El Paso,21
12-05-2020,US,El Paso,35
13-05-2020,US,El Paso,22
14-05-2020,US,El Paso,21
15-05-2020,US,El Paso,21
16-05-2020,US,El Paso,25
17-05-2020,US,El Paso,25
18-05-2020,US,El Paso,36
19-05-2020,US,El Paso,30
20-05-2020,US,El Paso,21
21-05-2020,US,El Paso,21
22-05-2020,US,El Paso,23
23-05-2020,US,El Paso,17
24-05-2020,US,El Paso,17
25-05-2020,US,El Paso,24
26-05-2020,US,El Paso,21
27-05-2020,US,El Paso,25
28-05-2020,US,El Paso,30
29-05-2020,US,El Paso,24
30-05-2020,US,El Paso,21
31-05-2020,US,El Paso,20
01-06-2020,US,El Paso,30
02-06-2020,US,El Paso,17
03-06-2020,US,El Paso,20
04-06-2020,US,El Paso,19
05-06-2020,US,El Paso,38
06-06-2020,US,El Paso,25
07-06-2020,US,El Paso,27
08-06-2020,US,El Paso,30
09-06-2020,US,El Paso,25
10-06-2020,US,El Paso,53
11-06-2020,US,El Paso,25
12-06-2020,US,El Paso,38
13-06-2020,US,El Paso,23
14-06-2020,US,El Paso,30
15-06-2020,US,El Paso,25
16-06-2020,US,El Paso,18
17-06-2020,US,El Paso,20
18-06-2020,US,El Paso,23
19-06-2020,US,El Paso,21
20-06-2020,US,El Paso,38
21-06-2020,US,El Paso,30
22-06-2020,US,El Paso,44
23-06-2020,US,El Paso,48
24-06-2020,US,El Paso,34
25-06-2020,US,El Paso,30
26-06-2020,US,El Paso,34
27-06-2020,US,El Paso,30
28-06-2020,US,El Paso,25
29-06-2020,US,El Paso,38
29-06-2020,US,El Paso,38
30-06-2020,US,El Paso,33
30-06-2020,US,El Paso,33
01-07-2020,US,El Paso,21
02-07-2020,US,El Paso,17
03-07-2020,US,El Paso,25
04-07-2020,US,El Paso,15
05-07-2020,US,El Paso,26
06-07-2020,US,El Paso,21
07-07-2020,US,El Paso,38
08-07-2020,US,El Paso,25
09-07-2020,US,El Paso,34
10-07-2020,US,El Paso,57
11-07-2020,US,El Paso,30
12-07-2020,US,El Paso,30
13-07-2020,US,El Paso,30
14-07-2020,US,El Paso,36
15-07-2020,US,El Paso,30
16-07-2020,US,El Paso,34
17-07-2020,US,El Paso,24
18-07-2020,US,El Paso,25
19-07-2020,US,El Paso,19
20-07-2020,US,El Paso,34
21-07-2020,US,El Paso,34
22-07-2020,US,El Paso,33
23-07-2020,US,El Paso,25
24-07-2020,US,El Paso,21
25-07-2020,US,El Paso,21
26-07-2020,US,El Paso,17
27-07-2020,US,El Paso,17
28-07-2020,US,El Paso,17
29-07-2020,US,El Paso,21
30-07-2020,US,El Paso,30
31-07-2020,US,El Paso,30
01-08-2020,US,El Paso,25
02-08-2020,US,El Paso,17
03-08-2020,US,El Paso,13
04-08-2020,US,El Paso,15
05-08-2020,US,El Paso,38
06-08-2020,US,El Paso,33
07-08-2020,US,El Paso,30
08-08-2020,US,El Paso,25
09-08-2020,US,El Paso,42
10-08-2020,US,El Paso,61
11-08-2020,US,El Paso,27
12-08-2020,US,El Paso,34
13-08-2020,US,El Paso,28
14-08-2020,US,El Paso,28
15-08-2020,US,El Paso,25
16-08-2020,US,El Paso,35
17-08-2020,US,El Paso,38
18-08-2020,US,El Paso,34
19-08-2020,US,El Paso,45
20-08-2020,US,El Paso,39
21-08-2020,US,El Paso,54
22-08-2020,US,El Paso,47
23-08-2020,US,El Paso,55
24-08-2020,US,El Paso,52
25-08-2020,US,El Paso,33
26-08-2020,US,El Paso,35
27-08-2020,US,El Paso,40
28-08-2020,US,El Paso,54
29-08-2020,US,El Paso,42
30-08-2020,US,El Paso,35
31-08-2020,US,El Paso,28
01-09-2020,US,El Paso,21
02-09-2020,US,El Paso,20
03-09-2020,US,El Paso,17
04-09-2020,US,El Paso,17
05-09-2020,US,El Paso,34
06-09-2020,US,El Paso,21
07-09-2020,US,El Paso,28
08-09-2020,US,El Paso,21
09-09-2020,US,El Paso,17
10-09-2020,US,El Paso,53
11-09-2020,US,El Paso,26
12-09-2020,US,El Paso,48
13-09-2020,US,El Paso,30
14-09-2020,US,El Paso,34
15-09-2020,US,El Paso,34
16-09-2020,US,El Paso,31
17-09-2020,US,El Paso,34
18-09-2020,US,El Paso,41
19-09-2020,US,El Paso,55
20-09-2020,US,El Paso,53
21-09-2020,US,El Paso,68
22-09-2020,US,El Paso,68
23-09-2020,US,El Paso,45
24-09-2020,US,El Paso,34
25-09-2020,US,El Paso,45
26-09-2020,US,El Paso,35
27-09-2020,US,El Paso,25
28-09-2020,US,El Paso,38
28-09-2020,US,El Paso,38
29-09-2020,US,El Paso,38
29-09-2020,US,El Paso,38
30-09-2020,US,El Paso,42
30-09-2020,US,El Paso,42
01-10-2020,US,El Paso,17
02-10-2020,US,El Paso,18
03-10-2020,US,El Paso,21
04-10-2020,US,El Paso,21
05-10-2020,US,El Paso,34
06-10-2020,US,El Paso,32
07-10-2020,US,El Paso,38
08-10-2020,US,El Paso,21
09-10-2020,US,El Paso,13
10-10-2020,US,El Paso,38
11-10-2020,US,El Paso,18
12-10-2020,US,El Paso,34
13-10-2020,US,El Paso,61
14-10-2020,US,El Paso,50
15-10-2020,US,El Paso,39
16-10-2020,US,El Paso,46
17-10-2020,US,El Paso,38
18-10-2020,US,El Paso,34
19-10-2020,US,El Paso,49
20-10-2020,US,El Paso,43
21-10-2020,US,El Paso,46
22-10-2020,US,El Paso,38
23-10-2020,US,El Paso,37
24-10-2020,US,El Paso,33
25-10-2020,US,El Paso,35
26-10-2020,US,El Paso,53
27-10-2020,US,El Paso,17
28-10-2020,US,El Paso,21
29-10-2020,US,El Paso,25
30-10-2020,US,El Paso,21
31-10-2020,US,El Paso,30
01-11-2020,US,El Paso,21
02-11-2020,US,El Paso,17
03-11-2020,US,El Paso,17
04-11-2020,US,El Paso,17
05-11-2020,US,El Paso,25
06-11-2020,US,El Paso,52
07-11-2020,US,El Paso,40
08-11-2020,US,El Paso,27
09-11-2020,US,El Paso,17
10-11-2020,US,El Paso,37
11-11-2020,US,El Paso,26
12-11-2020,US,El Paso,13
13-11-2020,US,El Paso,25
14-11-2020,US,El Paso,29
15-11-2020,US,El Paso,25
16-11-2020,US,El Paso,38
17-11-2020,US,El Paso,38
18-11-2020,US,El Paso,46
19-11-2020,US,El Paso,53
20-11-2020,US,El Paso,59
21-11-2020,US,El Paso,48
22-11-2020,US,El Paso,45
23-11-2020,US,El Paso,30
24-11-2020,US,El Paso,25
25-11-2020,US,El Paso,25
26-11-2020,US,El Paso,39
27-11-2020,US,El Paso,36
28-11-2020,US,El Paso,21
29-11-2020,US,El Paso,21
30-11-2020,US,El Paso,21
01-12-2020,US,El Paso,22
02-12-2020,US,El Paso,17
03-12-2020,US,El Paso,13
04-12-2020,US,El Paso,25
05-12-2020,US,El Paso,21
06-12-2020,US,El Paso,25
07-12-2020,US,El Paso,28
08-12-2020,US,El Paso,28
09-12-2020,US,El Paso,22
10-12-2020,US,El Paso,60
11-12-2020,US,El Paso,33
12-12-2020,US,El Paso,21
13-12-2020,US,El Paso,17
14-12-2020,US,El Paso,34
15-12-2020,US,El Paso,17
16-12-2020,US,El Paso,21
17-12-2020,US,El Paso,49
18-12-2020,US,El Paso,25
19-12-2020,US,El Paso,21
20-12-2020,US,El Paso,27
21-12-2020,US,El Paso,42
22-12-2020,US,El Paso,38
23-12-2020,US,El Paso,45
24-12-2020,US,El Paso,25
25-12-2020,US,El Paso,40
26-12-2020,US,El Paso,34
27-12-2020,US,El Paso,21
28-12-2020,US,El Paso,30
28-12-2020,US,El Paso,30
29-12-2020,US,El Paso,17
29-12-2020,US,El Paso,17
30-12-2020,US,El Paso,13
30-12-2020,US,El Paso,13
31-12-2020,US,El Paso,17
31-12-2020,US,El Paso,17
01-01-2021,US,El Paso,38
01-01-2021,US,El Paso,38
02-01-2021,US,El Paso,17
03-01-2021,US,El Paso,17
04-01-2021,US,El Paso,34
05-01-2021,US,El Paso,25
06-01-2021,US,El Paso,25
13-01-2021,US,El Paso,25
14-01-2021,US,El Paso,30
15-01-2021,US,El Paso,20
16-01-2021,US,El Paso,31
17-01-2021,US,El Paso,38
18-01-2021,US,El Paso,34
19-01-2021,US,El Paso,48
20-01-2021,US,El Paso,25
21-01-2021,US,El Paso,30
22-01-2021,US,El Paso,17
23-01-2021,US,El Paso,25
24-01-2021,US,El Paso,25
25-01-2021,US,El Paso,14
26-01-2021,US,El Paso,15
27-01-2021,US,El Paso,14
28-01-2021,US,El Paso,17
29-01-2021,US,El Paso,30
30-01-2021,US,El Paso,15
31-01-2021,US,El Paso,17
01-02-2021,US,El Paso,21
01-02-2021,US,El Paso,21
02-02-2021,US,El Paso,25
03-02-2021,US,El Paso,25
04-02-2021,US,El Paso,42
05-02-2021,US,El Paso,28
06-02-2021,US,El Paso,34
13-02-2021,US,El Paso,17
14-02-2021,US,El Paso,25
15-02-2021,US,El Paso,38
16-02-2021,US,El Paso,47
17-02-2021,US,El Paso,15
18-02-2021,US,El Paso,20
19-02-2021,US,El Paso,34
20-02-2021,US,El Paso,30
21-02-2021,US,El Paso,21
22-02-2021,US,El Paso,19
23-02-2021,US,El Paso,29
24-02-2021,US,El Paso,23
25-02-2021,US,El Paso,27
26-02-2021,US,El Paso,30
27-02-2021,US,El Paso,24
28-02-2021,US,El Paso,21
01-03-2021,US,El Paso,13
01-03-2021,US,El Paso,13
02-03-2021,US,El Paso,27
03-03-2021,US,El Paso,34
04-03-2021,US,El Paso,40
05-03-2021,US,El Paso,25
06-03-2021,US,El Paso,25
13-03-2021,US,El Paso,34
14-03-2021,US,El Paso,26
15-03-2021,US,El Paso,21
16-03-2021,US,El Paso,55
17-03-2021,US,El Paso,21
18-03-2021,US,El Paso,34
19-03-2021,US,El Paso,30
20-03-2021,US,El Paso,34
21-03-2021,US,El Paso,34
22-03-2021,US,El Paso,34
23-03-2021,US,El Paso,28
24-03-2021,US,El Paso,25
25-03-2021,US,El Paso,17
26-03-2021,US,El Paso,25
27-03-2021,US,El Paso,25
28-03-2021,US,El Paso,30
29-03-2021,US,El Paso,30
30-03-2021,US,El Paso,35
31-03-2021,US,El Paso,38
01-04-2021,US,El Paso,30
02-04-2021,US,El Paso,13
03-04-2021,US,El Paso,25
04-04-2021,US,El Paso,44
05-04-2021,US,El Paso,22
06-04-2021,US,El Paso,23
13-04-2021,US,El Paso,46
14-04-2021,US,El Paso,46
15-04-2021,US,El Paso,35
16-04-2021,US,El Paso,25
17-04-2021,US,El Paso,42
18-04-2021,US,El Paso,24
19-04-2021,US,El Paso,25
20-04-2021,US,El Paso,31
21-04-2021,US,El Paso,33
22-04-2021,US,El Paso,43
23-04-2021,US,El Paso,34
24-04-2021,US,El Paso,25
25-04-2021,US,El Paso,25
26-04-2021,US,El Paso,48
27-04-2021,US,El Paso,45
28-04-2021,US,El Paso,21
29-04-2021,US,El Paso,18
30-04-2021,US,El Paso,21
01-05-2021,US,El Paso,34
02-05-2021,US,El Paso,13
03-05-2021,US,El Paso,18
04-05-2021,US,El Paso,30
05-05-2021,US,El Paso,30
06-05-2021,US,El Paso,30
13-05-2021,US,El Paso,28
14-05-2021,US,El Paso,30
15-05-2021,US,El Paso,30
16-05-2021,US,El Paso,25
17-05-2021,US,El Paso,28
18-05-2021,US,El Paso,25
19-05-2021,US,El Paso,34
20-05-2021,US,El Paso,28
21-05-2021,US,El Paso,32
22-05-2021,US,El Paso,44
23-05-2021,US,El Paso,25
24-05-2021,US,El Paso,22
25-05-2021,US,El Paso,28
26-05-2021,US,El Paso,34
27-05-2021,US,El Paso,30
28-05-2021,US,El Paso,25
29-05-2021,US,El Paso,30
30-05-2021,US,El Paso,25
31-05-2021,US,El Paso,30
01-01-2019,US,Fort Worth,27
02-01-2019,US,Fort Worth,25
03-01-2019,US,Fort Worth,33
04-01-2019,US,Fort Worth,24
05-01-2019,US,Fort Worth,58
06-01-2019,US,Fort Worth,36
07-01-2019,US,Fort Worth,54
08-01-2019,US,Fort Worth,51
09-01-2019,US,Fort Worth,39
10-01-2019,US,Fort Worth,29
10-01-2019,US,Fort Worth,29
11-01-2019,US,Fort Worth,43
12-01-2019,US,Fort Worth,10
13-01-2019,US,Fort Worth,28
14-01-2019,US,Fort Worth,27
15-01-2019,US,Fort Worth,35
16-01-2019,US,Fort Worth,29
17-01-2019,US,Fort Worth,23
18-01-2019,US,Fort Worth,27
19-01-2019,US,Fort Worth,17
20-01-2019,US,Fort Worth,16
21-01-2019,US,Fort Worth,20
22-01-2019,US,Fort Worth,20
23-01-2019,US,Fort Worth,22
24-01-2019,US,Fort Worth,28
25-01-2019,US,Fort Worth,24
26-01-2019,US,Fort Worth,26
27-01-2019,US,Fort Worth,26
28-01-2019,US,Fort Worth,23
29-01-2019,US,Fort Worth,14
30-01-2019,US,Fort Worth,25
31-01-2019,US,Fort Worth,27
01-02-2019,US,Fort Worth,20
02-02-2019,US,Fort Worth,38
03-02-2019,US,Fort Worth,24
04-02-2019,US,Fort Worth,27
05-02-2019,US,Fort Worth,20
06-02-2019,US,Fort Worth,29
07-02-2019,US,Fort Worth,34
08-02-2019,US,Fort Worth,52
09-02-2019,US,Fort Worth,59
10-02-2019,US,Fort Worth,36
10-02-2019,US,Fort Worth,36
11-02-2019,US,Fort Worth,40
12-02-2019,US,Fort Worth,14
13-02-2019,US,Fort Worth,16
14-02-2019,US,Fort Worth,24
15-02-2019,US,Fort Worth,41
16-02-2019,US,Fort Worth,25
17-02-2019,US,Fort Worth,28
18-02-2019,US,Fort Worth,23
19-02-2019,US,Fort Worth,18
20-02-2019,US,Fort Worth,14
21-02-2019,US,Fort Worth,25
22-02-2019,US,Fort Worth,19
23-02-2019,US,Fort Worth,17
24-02-2019,US,Fort Worth,26
25-02-2019,US,Fort Worth,25
26-02-2019,US,Fort Worth,31
27-02-2019,US,Fort Worth,16
28-02-2019,US,Fort Worth,26
01-03-2019,US,Fort Worth,10
02-03-2019,US,Fort Worth,41
03-03-2019,US,Fort Worth,22
04-03-2019,US,Fort Worth,31
05-03-2019,US,Fort Worth,24
06-03-2019,US,Fort Worth,47
07-03-2019,US,Fort Worth,31
09-03-2019,US,Fort Worth,47
10-03-2019,US,Fort Worth,51
10-03-2019,US,Fort Worth,51
11-03-2019,US,Fort Worth,37
12-03-2019,US,Fort Worth,23
13-03-2019,US,Fort Worth,15
14-03-2019,US,Fort Worth,25
15-03-2019,US,Fort Worth,20
16-03-2019,US,Fort Worth,19
17-03-2019,US,Fort Worth,30
