DATE,COUNTRY,CITY,VALUE
21-12-2020,IN,Nashik,132
22-12-2020,IN,Nashik,151
23-12-2020,IN,Nashik,161
24-12-2020,IN,Nashik,152
25-12-2020,IN,Nashik,155
26-12-2020,IN,Nashik,158
27-12-2020,IN,Nashik,150
28-12-2020,IN,Nashik,126
28-12-2020,IN,Nashik,126
29-12-2020,IN,Nashik,136
29-12-2020,IN,Nashik,136
30-12-2020,IN,Nashik,154
30-12-2020,IN,Nashik,154
31-12-2020,IN,Nashik,159
31-12-2020,IN,Nashik,159
01-01-2021,IN,Nashik,173
01-01-2021,IN,Nashik,173
02-01-2021,IN,Nashik,152
03-01-2021,IN,Nashik,105
04-01-2021,IN,Nashik,62
05-01-2021,IN,Nashik,147
06-01-2021,IN,Nashik,81
13-01-2021,IN,Nashik,132
14-01-2021,IN,Nashik,95
15-01-2021,IN,Nashik,112
16-01-2021,IN,Nashik,135
17-01-2021,IN,Nashik,158
18-01-2021,IN,Nashik,128
19-01-2021,IN,Nashik,85
20-01-2021,IN,Nashik,102
21-01-2021,IN,Nashik,112
22-01-2021,IN,Nashik,157
23-01-2021,IN,Nashik,154
24-01-2021,IN,Nashik,139
25-01-2021,IN,Nashik,142
26-01-2021,IN,Nashik,152
27-01-2021,IN,Nashik,155
28-01-2021,IN,Nashik,154
29-01-2021,IN,Nashik,154
30-01-2021,IN,Nashik,147
31-01-2021,IN,Nashik,153
01-02-2021,IN,Nashik,166
01-02-2021,IN,Nashik,166
02-02-2021,IN,Nashik,151
03-02-2021,IN,Nashik,109
04-02-2021,IN,Nashik,107
05-02-2021,IN,Nashik,155
06-02-2021,IN,Nashik,69
13-02-2021,IN,Nashik,149
14-02-2021,IN,Nashik,143
15-02-2021,IN,Nashik,157
16-02-2021,IN,Nashik,131
17-02-2021,IN,Nashik,145
18-02-2021,IN,Nashik,148
19-02-2021,IN,Nashik,84
20-02-2021,IN,Nashik,106
21-02-2021,IN,Nashik,135
22-02-2021,IN,Nashik,156
23-02-2021,IN,Nashik,151
24-02-2021,IN,Nashik,151
25-02-2021,IN,Nashik,154
26-02-2021,IN,Nashik,108
27-02-2021,IN,Nashik,116
28-02-2021,IN,Nashik,120
01-03-2021,IN,Nashik,180
01-03-2021,IN,Nashik,180
02-03-2021,IN,Nashik,140
03-03-2021,IN,Nashik,116
04-03-2021,IN,Nashik,110
05-03-2021,IN,Nashik,113
06-03-2021,IN,Nashik,76
13-03-2021,IN,Nashik,148
14-03-2021,IN,Nashik,152
15-03-2021,IN,Nashik,156
16-03-2021,IN,Nashik,135
17-03-2021,IN,Nashik,153
18-03-2021,IN,Nashik,151
19-03-2021,IN,Nashik,142
20-03-2021,IN,Nashik,150
21-03-2021,IN,Nashik,140
22-03-2021,IN,Nashik,154
23-03-2021,IN,Nashik,148
24-03-2021,IN,Nashik,132
25-03-2021,IN,Nashik,121
26-03-2021,IN,Nashik,133
27-03-2021,IN,Nashik,136
28-03-2021,IN,Nashik,138
29-03-2021,IN,Nashik,151
30-03-2021,IN,Nashik,116
31-03-2021,IN,Nashik,85
01-04-2021,IN,Nashik,175
02-04-2021,IN,Nashik,116
03-04-2021,IN,Nashik,142
04-04-2021,IN,Nashik,91
05-04-2021,IN,Nashik,119
06-04-2021,IN,Nashik,74
13-04-2021,IN,Nashik,134
14-04-2021,IN,Nashik,153
15-04-2021,IN,Nashik,133
16-04-2021,IN,Nashik,104
17-04-2021,IN,Nashik,101
18-04-2021,IN,Nashik,132
19-04-2021,IN,Nashik,120
20-04-2021,IN,Nashik,125
21-04-2021,IN,Nashik,97
22-04-2021,IN,Nashik,110
23-04-2021,IN,Nashik,101
24-04-2021,IN,Nashik,95
25-04-2021,IN,Nashik,127
26-04-2021,IN,Nashik,112
27-04-2021,IN,Nashik,151
29-04-2021,IN,Nashik,107
30-04-2021,IN,Nashik,118
01-05-2021,IN,Nashik,155
02-05-2021,IN,Nashik,151
03-05-2021,IN,Nashik,141
04-05-2021,IN,Nashik,94
05-05-2021,IN,Nashik,111
06-05-2021,IN,Nashik,65
13-05-2021,IN,Nashik,69
14-05-2021,IN,Nashik,81
15-05-2021,IN,Nashik,105
17-05-2021,IN,Nashik,67
18-05-2021,IN,Nashik,86
19-05-2021,IN,Nashik,109
20-05-2021,IN,Nashik,142
21-05-2021,IN,Nashik,101
22-05-2021,IN,Nashik,87
23-05-2021,IN,Nashik,91
24-05-2021,IN,Nashik,98
25-05-2021,IN,Nashik,96
29-05-2021,IN,Nashik,52
30-05-2021,IN,Nashik,84
31-05-2021,IN,Nashik,75
01-01-2019,IN,New Delhi,314
02-01-2019,IN,New Delhi,217
04-01-2019,IN,New Delhi,129
05-01-2019,IN,New Delhi,176
06-01-2019,IN,New Delhi,163
07-01-2019,IN,New Delhi,151
08-01-2019,IN,New Delhi,89
09-01-2019,IN,New Delhi,72
10-01-2019,IN,New Delhi,91
10-01-2019,IN,New Delhi,91
11-01-2019,IN,New Delhi,440
12-01-2019,IN,New Delhi,194
13-01-2019,IN,New Delhi,288
14-01-2019,IN,New Delhi,161
15-01-2019,IN,New Delhi,178
16-01-2019,IN,New Delhi,272
17-01-2019,IN,New Delhi,378
18-01-2019,IN,New Delhi,314
19-01-2019,IN,New Delhi,285
20-01-2019,IN,New Delhi,337
21-01-2019,IN,New Delhi,233
22-01-2019,IN,New Delhi,124
23-01-2019,IN,New Delhi,191
24-01-2019,IN,New Delhi,175
25-01-2019,IN,New Delhi,160
26-01-2019,IN,New Delhi,180
27-01-2019,IN,New Delhi,197
28-01-2019,IN,New Delhi,184
29-01-2019,IN,New Delhi,182
30-01-2019,IN,New Delhi,247
31-01-2019,IN,New Delhi,282
01-02-2019,IN,New Delhi,342
02-02-2019,IN,New Delhi,244
04-02-2019,IN,New Delhi,139
05-02-2019,IN,New Delhi,164
06-02-2019,IN,New Delhi,154
07-02-2019,IN,New Delhi,155
08-02-2019,IN,New Delhi,95
09-02-2019,IN,New Delhi,104
10-02-2019,IN,New Delhi,97
10-02-2019,IN,New Delhi,97
11-02-2019,IN,New Delhi,267
12-02-2019,IN,New Delhi,188
01-03-2019,IN,New Delhi,377
02-03-2019,IN,New Delhi,190
04-03-2019,IN,New Delhi,158
05-03-2019,IN,New Delhi,166
06-03-2019,IN,New Delhi,147
07-03-2019,IN,New Delhi,93
08-03-2019,IN,New Delhi,93
09-03-2019,IN,New Delhi,156
10-03-2019,IN,New Delhi,139
10-03-2019,IN,New Delhi,139
11-03-2019,IN,New Delhi,610
12-03-2019,IN,New Delhi,189
19-03-2019,IN,New Delhi,153
20-03-2019,IN,New Delhi,160
21-03-2019,IN,New Delhi,174
22-03-2019,IN,New Delhi,97
23-03-2019,IN,New Delhi,132
24-03-2019,IN,New Delhi,134
25-03-2019,IN,New Delhi,151
26-03-2019,IN,New Delhi,155
27-03-2019,IN,New Delhi,154
28-03-2019,IN,New Delhi,155
29-03-2019,IN,New Delhi,161
30-03-2019,IN,New Delhi,160
31-03-2019,IN,New Delhi,152
01-04-2019,IN,New Delhi,274
02-04-2019,IN,New Delhi,177
04-04-2019,IN,New Delhi,169
05-04-2019,IN,New Delhi,163
06-04-2019,IN,New Delhi,119
07-04-2019,IN,New Delhi,89
08-04-2019,IN,New Delhi,122
09-04-2019,IN,New Delhi,160
10-04-2019,IN,New Delhi,129
10-04-2019,IN,New Delhi,129
11-04-2019,IN,New Delhi,289
12-04-2019,IN,New Delhi,180
13-04-2019,IN,New Delhi,117
15-04-2019,IN,New Delhi,122
16-04-2019,IN,New Delhi,109
17-04-2019,IN,New Delhi,65
18-04-2019,IN,New Delhi,87
19-04-2019,IN,New Delhi,147
20-04-2019,IN,New Delhi,163
21-04-2019,IN,New Delhi,137
22-04-2019,IN,New Delhi,161
23-04-2019,IN,New Delhi,167
24-04-2019,IN,New Delhi,165
25-04-2019,IN,New Delhi,165
26-04-2019,IN,New Delhi,158
27-04-2019,IN,New Delhi,155
28-04-2019,IN,New Delhi,172
29-04-2019,IN,New Delhi,163
30-04-2019,IN,New Delhi,166
01-05-2019,IN,New Delhi,268
02-05-2019,IN,New Delhi,238
04-05-2019,IN,New Delhi,171
05-05-2019,IN,New Delhi,181
06-05-2019,IN,New Delhi,153
07-05-2019,IN,New Delhi,134
08-05-2019,IN,New Delhi,129
09-05-2019,IN,New Delhi,85
10-05-2019,IN,New Delhi,95
10-05-2019,IN,New Delhi,95
11-05-2019,IN,New Delhi,212
12-05-2019,IN,New Delhi,290
13-05-2019,IN,New Delhi,265
14-05-2019,IN,New Delhi,124
15-05-2019,IN,New Delhi,153
16-05-2019,IN,New Delhi,127
17-05-2019,IN,New Delhi,158
18-05-2019,IN,New Delhi,112
19-05-2019,IN,New Delhi,155
20-05-2019,IN,New Delhi,160
21-05-2019,IN,New Delhi,153
22-05-2019,IN,New Delhi,132
23-05-2019,IN,New Delhi,159
24-05-2019,IN,New Delhi,107
25-05-2019,IN,New Delhi,102
26-05-2019,IN,New Delhi,127
27-05-2019,IN,New Delhi,134
28-05-2019,IN,New Delhi,139
29-05-2019,IN,New Delhi,154
30-05-2019,IN,New Delhi,155
31-05-2019,IN,New Delhi,157
01-06-2019,IN,New Delhi,201
02-06-2019,IN,New Delhi,266
04-06-2019,IN,New Delhi,153
05-06-2019,IN,New Delhi,176
06-06-2019,IN,New Delhi,154
07-06-2019,IN,New Delhi,85
08-06-2019,IN,New Delhi,74
09-06-2019,IN,New Delhi,85
10-06-2019,IN,New Delhi,151
10-06-2019,IN,New Delhi,151
11-06-2019,IN,New Delhi,172
12-06-2019,IN,New Delhi,312
13-06-2019,IN,New Delhi,122
14-06-2019,IN,New Delhi,117
15-06-2019,IN,New Delhi,153
16-06-2019,IN,New Delhi,114
17-06-2019,IN,New Delhi,99
18-06-2019,IN,New Delhi,82
19-06-2019,IN,New Delhi,162
20-06-2019,IN,New Delhi,97
21-06-2019,IN,New Delhi,157
22-06-2019,IN,New Delhi,152
23-06-2019,IN,New Delhi,99
24-06-2019,IN,New Delhi,72
25-06-2019,IN,New Delhi,124
26-06-2019,IN,New Delhi,153
27-06-2019,IN,New Delhi,152
28-06-2019,IN,New Delhi,142
29-06-2019,IN,New Delhi,147
30-06-2019,IN,New Delhi,157
01-07-2019,IN,New Delhi,223
02-07-2019,IN,New Delhi,137
04-07-2019,IN,New Delhi,190
05-07-2019,IN,New Delhi,171
06-07-2019,IN,New Delhi,134
07-07-2019,IN,New Delhi,95
08-07-2019,IN,New Delhi,82
09-07-2019,IN,New Delhi,82
10-07-2019,IN,New Delhi,127
11-07-2019,IN,New Delhi,236
12-07-2019,IN,New Delhi,339
13-07-2019,IN,New Delhi,152
14-07-2019,IN,New Delhi,157
15-07-2019,IN,New Delhi,97
16-07-2019,IN,New Delhi,97
17-07-2019,IN,New Delhi,95
18-07-2019,IN,New Delhi,74
19-07-2019,IN,New Delhi,152
20-07-2019,IN,New Delhi,119
21-07-2019,IN,New Delhi,129
22-07-2019,IN,New Delhi,137
23-07-2019,IN,New Delhi,154
24-07-2019,IN,New Delhi,153
25-07-2019,IN,New Delhi,63
26-07-2019,IN,New Delhi,85
27-07-2019,IN,New Delhi,70
28-07-2019,IN,New Delhi,63
29-07-2019,IN,New Delhi,63
30-07-2019,IN,New Delhi,74
31-07-2019,IN,New Delhi,78
01-08-2019,IN,New Delhi,233
02-08-2019,IN,New Delhi,151
04-08-2019,IN,New Delhi,159
05-08-2019,IN,New Delhi,199
06-08-2019,IN,New Delhi,137
07-08-2019,IN,New Delhi,132
08-08-2019,IN,New Delhi,61
09-08-2019,IN,New Delhi,85
10-08-2019,IN,New Delhi,104
11-08-2019,IN,New Delhi,197
12-08-2019,IN,New Delhi,294
13-08-2019,IN,New Delhi,72
14-08-2019,IN,New Delhi,102
15-08-2019,IN,New Delhi,74
16-08-2019,IN,New Delhi,61
17-08-2019,IN,New Delhi,30
18-08-2019,IN,New Delhi,53
19-08-2019,IN,New Delhi,99
20-08-2019,IN,New Delhi,134
21-08-2019,IN,New Delhi,119
22-08-2019,IN,New Delhi,114
23-08-2019,IN,New Delhi,127
24-08-2019,IN,New Delhi,155
26-08-2019,IN,New Delhi,63
27-08-2019,IN,New Delhi,91
28-08-2019,IN,New Delhi,93
29-08-2019,IN,New Delhi,89
30-08-2019,IN,New Delhi,95
31-08-2019,IN,New Delhi,114
01-09-2019,IN,New Delhi,199
02-09-2019,IN,New Delhi,168
04-09-2019,IN,New Delhi,157
05-09-2019,IN,New Delhi,200
06-09-2019,IN,New Delhi,161
07-09-2019,IN,New Delhi,127
08-09-2019,IN,New Delhi,53
09-09-2019,IN,New Delhi,139
10-09-2019,IN,New Delhi,161
11-09-2019,IN,New Delhi,197
12-09-2019,IN,New Delhi,265
13-09-2019,IN,New Delhi,91
14-09-2019,IN,New Delhi,78
15-09-2019,IN,New Delhi,93
16-09-2019,IN,New Delhi,139
17-09-2019,IN,New Delhi,149
18-09-2019,IN,New Delhi,95
19-09-2019,IN,New Delhi,70
20-09-2019,IN,New Delhi,87
21-09-2019,IN,New Delhi,95
22-09-2019,IN,New Delhi,70
23-09-2019,IN,New Delhi,85
24-09-2019,IN,New Delhi,89
25-09-2019,IN,New Delhi,76
26-09-2019,IN,New Delhi,57
27-09-2019,IN,New Delhi,53
28-09-2019,IN,New Delhi,59
29-09-2019,IN,New Delhi,53
30-09-2019,IN,New Delhi,78
30-09-2019,IN,New Delhi,78
01-10-2019,IN,New Delhi,224
04-10-2019,IN,New Delhi,154
05-10-2019,IN,New Delhi,172
06-10-2019,IN,New Delhi,149
07-10-2019,IN,New Delhi,151
08-10-2019,IN,New Delhi,55
09-10-2019,IN,New Delhi,149
10-10-2019,IN,New Delhi,168
11-10-2019,IN,New Delhi,222
12-10-2019,IN,New Delhi,289
15-10-2019,IN,New Delhi,176
16-10-2019,IN,New Delhi,192
17-10-2019,IN,New Delhi,178
18-10-2019,IN,New Delhi,175
19-10-2019,IN,New Delhi,162
20-10-2019,IN,New Delhi,177
21-10-2019,IN,New Delhi,179
22-10-2019,IN,New Delhi,175
23-10-2019,IN,New Delhi,178
24-10-2019,IN,New Delhi,190
25-10-2019,IN,New Delhi,178
26-10-2019,IN,New Delhi,184
27-10-2019,IN,New Delhi,248
28-10-2019,IN,New Delhi,276
29-10-2019,IN,New Delhi,305
30-10-2019,IN,New Delhi,314
31-10-2019,IN,New Delhi,284
01-11-2019,IN,New Delhi,294
04-11-2019,IN,New Delhi,153
05-11-2019,IN,New Delhi,168
06-11-2019,IN,New Delhi,160
07-11-2019,IN,New Delhi,164
08-11-2019,IN,New Delhi,76
09-11-2019,IN,New Delhi,160
10-11-2019,IN,New Delhi,182
11-11-2019,IN,New Delhi,240
12-11-2019,IN,New Delhi,314
13-11-2019,IN,New Delhi,426
14-11-2019,IN,New Delhi,431
15-11-2019,IN,New Delhi,415
16-11-2019,IN,New Delhi,242
17-11-2019,IN,New Delhi,177
18-11-2019,IN,New Delhi,168
19-11-2019,IN,New Delhi,188
20-11-2019,IN,New Delhi,187
21-11-2019,IN,New Delhi,242
22-11-2019,IN,New Delhi,228
23-11-2019,IN,New Delhi,192
24-11-2019,IN,New Delhi,185
25-11-2019,IN,New Delhi,177
26-11-2019,IN,New Delhi,177
27-11-2019,IN,New Delhi,132
28-11-2019,IN,New Delhi,87
29-11-2019,IN,New Delhi,129
30-11-2019,IN,New Delhi,178
01-12-2019,IN,New Delhi,276
04-12-2019,IN,New Delhi,132
05-12-2019,IN,New Delhi,244
06-12-2019,IN,New Delhi,127
07-12-2019,IN,New Delhi,153
08-12-2019,IN,New Delhi,65
09-12-2019,IN,New Delhi,144
11-12-2019,IN,New Delhi,367
12-12-2019,IN,New Delhi,303
13-12-2019,IN,New Delhi,182
14-12-2019,IN,New Delhi,162
15-12-2019,IN,New Delhi,172
16-12-2019,IN,New Delhi,173
17-12-2019,IN,New Delhi,168
18-12-2019,IN,New Delhi,196
19-12-2019,IN,New Delhi,330
20-12-2019,IN,New Delhi,364
21-12-2019,IN,New Delhi,330
22-12-2019,IN,New Delhi,199
23-12-2019,IN,New Delhi,243
24-12-2019,IN,New Delhi,351
25-12-2019,IN,New Delhi,213
26-12-2019,IN,New Delhi,272
27-12-2019,IN,New Delhi,257
28-12-2019,IN,New Delhi,342
29-12-2019,IN,New Delhi,405
30-12-2019,IN,New Delhi,404
30-12-2019,IN,New Delhi,404
31-12-2019,IN,New Delhi,261
31-12-2019,IN,New Delhi,261
01-01-2020,IN,New Delhi,383
01-01-2020,IN,New Delhi,383
02-01-2020,IN,New Delhi,172
03-01-2020,IN,New Delhi,95
04-01-2020,IN,New Delhi,80
04-01-2020,IN,New Delhi,80
05-01-2020,IN,New Delhi,151
06-01-2020,IN,New Delhi,107
07-01-2020,IN,New Delhi,129
07-01-2020,IN,New Delhi,129
08-01-2020,IN,New Delhi,89
09-01-2020,IN,New Delhi,55
10-01-2020,IN,New Delhi,151
10-01-2020,IN,New Delhi,151
11-01-2020,IN,New Delhi,231
12-01-2020,IN,New Delhi,290
13-01-2020,IN,New Delhi,244
14-01-2020,IN,New Delhi,179
15-01-2020,IN,New Delhi,178
16-01-2020,IN,New Delhi,205
17-01-2020,IN,New Delhi,179
18-01-2020,IN,New Delhi,186
19-01-2020,IN,New Delhi,195
20-01-2020,IN,New Delhi,193
21-01-2020,IN,New Delhi,260
22-01-2020,IN,New Delhi,238
23-01-2020,IN,New Delhi,163
24-01-2020,IN,New Delhi,159
25-01-2020,IN,New Delhi,180
26-01-2020,IN,New Delhi,250
27-01-2020,IN,New Delhi,268
28-01-2020,IN,New Delhi,183
29-01-2020,IN,New Delhi,157
30-01-2020,IN,New Delhi,171
31-01-2020,IN,New Delhi,173
01-02-2020,IN,New Delhi,313
01-02-2020,IN,New Delhi,313
02-02-2020,IN,New Delhi,194
03-02-2020,IN,New Delhi,164
04-02-2020,IN,New Delhi,80
04-02-2020,IN,New Delhi,80
05-02-2020,IN,New Delhi,99
06-02-2020,IN,New Delhi,89
07-02-2020,IN,New Delhi,147
07-02-2020,IN,New Delhi,147
08-02-2020,IN,New Delhi,65
09-02-2020,IN,New Delhi,61
10-02-2020,IN,New Delhi,159
10-02-2020,IN,New Delhi,159
11-02-2020,IN,New Delhi,200
12-02-2020,IN,New Delhi,276
13-02-2020,IN,New Delhi,170
14-02-2020,IN,New Delhi,158
15-02-2020,IN,New Delhi,164
16-02-2020,IN,New Delhi,179
17-02-2020,IN,New Delhi,179
18-02-2020,IN,New Delhi,184
19-02-2020,IN,New Delhi,180
20-02-2020,IN,New Delhi,179
21-02-2020,IN,New Delhi,104
22-02-2020,IN,New Delhi,151
23-02-2020,IN,New Delhi,162
24-02-2020,IN,New Delhi,153
25-02-2020,IN,New Delhi,183
26-02-2020,IN,New Delhi,183
27-02-2020,IN,New Delhi,172
28-02-2020,IN,New Delhi,165
29-02-2020,IN,New Delhi,154
01-03-2020,IN,New Delhi,251
01-03-2020,IN,New Delhi,251
02-03-2020,IN,New Delhi,203
03-03-2020,IN,New Delhi,153
04-03-2020,IN,New Delhi,68
04-03-2020,IN,New Delhi,68
05-03-2020,IN,New Delhi,95
06-03-2020,IN,New Delhi,132
07-03-2020,IN,New Delhi,157
07-03-2020,IN,New Delhi,157
08-03-2020,IN,New Delhi,65
09-03-2020,IN,New Delhi,91
10-03-2020,IN,New Delhi,164
10-03-2020,IN,New Delhi,164
11-03-2020,IN,New Delhi,182
12-03-2020,IN,New Delhi,231
13-03-2020,IN,New Delhi,153
14-03-2020,IN,New Delhi,102
15-03-2020,IN,New Delhi,149
16-03-2020,IN,New Delhi,151
17-03-2020,IN,New Delhi,152
18-03-2020,IN,New Delhi,153
19-03-2020,IN,New Delhi,160
20-03-2020,IN,New Delhi,160
21-03-2020,IN,New Delhi,156
22-03-2020,IN,New Delhi,151
23-03-2020,IN,New Delhi,117
24-03-2020,IN,New Delhi,142
25-03-2020,IN,New Delhi,82
26-03-2020,IN,New Delhi,95
27-03-2020,IN,New Delhi,61
28-03-2020,IN,New Delhi,55
29-03-2020,IN,New Delhi,74
30-03-2020,IN,New Delhi,80
30-03-2020,IN,New Delhi,80
31-03-2020,IN,New Delhi,78
31-03-2020,IN,New Delhi,78
01-04-2020,IN,New Delhi,262
01-04-2020,IN,New Delhi,262
02-04-2020,IN,New Delhi,239
03-04-2020,IN,New Delhi,160
04-04-2020,IN,New Delhi,97
04-04-2020,IN,New Delhi,97
05-04-2020,IN,New Delhi,76
06-04-2020,IN,New Delhi,132
07-04-2020,IN,New Delhi,117
07-04-2020,IN,New Delhi,117
08-04-2020,IN,New Delhi,70
09-04-2020,IN,New Delhi,102
10-04-2020,IN,New Delhi,159
10-04-2020,IN,New Delhi,159
11-04-2020,IN,New Delhi,270
12-04-2020,IN,New Delhi,249
13-04-2020,IN,New Delhi,122
14-04-2020,IN,New Delhi,117
15-04-2020,IN,New Delhi,137
16-04-2020,IN,New Delhi,149
17-04-2020,IN,New Delhi,78
18-04-2020,IN,New Delhi,80
19-04-2020,IN,New Delhi,65
20-04-2020,IN,New Delhi,68
21-04-2020,IN,New Delhi,95
22-04-2020,IN,New Delhi,117
23-04-2020,IN,New Delhi,132
24-04-2020,IN,New Delhi,134
25-04-2020,IN,New Delhi,65
26-04-2020,IN,New Delhi,76
27-04-2020,IN,New Delhi,80
28-04-2020,IN,New Delhi,104
29-04-2020,IN,New Delhi,144
30-04-2020,IN,New Delhi,134
01-05-2020,IN,New Delhi,227
01-05-2020,IN,New Delhi,227
02-05-2020,IN,New Delhi,193
03-05-2020,IN,New Delhi,82
04-05-2020,IN,New Delhi,124
04-05-2020,IN,New Delhi,124
05-05-2020,IN,New Delhi,107
06-05-2020,IN,New Delhi,93
07-05-2020,IN,New Delhi,72
07-05-2020,IN,New Delhi,72
08-05-2020,IN,New Delhi,95
09-05-2020,IN,New Delhi,72
10-05-2020,IN,New Delhi,155
11-05-2020,IN,New Delhi,272
12-05-2020,IN,New Delhi,301
13-05-2020,IN,New Delhi,154
14-05-2020,IN,New Delhi,117
15-05-2020,IN,New Delhi,119
16-05-2020,IN,New Delhi,154
17-05-2020,IN,New Delhi,158
18-05-2020,IN,New Delhi,170
19-05-2020,IN,New Delhi,155
20-05-2020,IN,New Delhi,139
21-05-2020,IN,New Delhi,134
22-05-2020,IN,New Delhi,158
23-05-2020,IN,New Delhi,152
24-05-2020,IN,New Delhi,132
25-05-2020,IN,New Delhi,122
26-05-2020,IN,New Delhi,137
27-05-2020,IN,New Delhi,119
28-05-2020,IN,New Delhi,104
29-05-2020,IN,New Delhi,80
30-05-2020,IN,New Delhi,78
31-05-2020,IN,New Delhi,68
01-06-2020,IN,New Delhi,207
02-06-2020,IN,New Delhi,188
03-06-2020,IN,New Delhi,65
04-06-2020,IN,New Delhi,102
05-06-2020,IN,New Delhi,144
06-06-2020,IN,New Delhi,85
07-06-2020,IN,New Delhi,114
08-06-2020,IN,New Delhi,46
09-06-2020,IN,New Delhi,63
10-06-2020,IN,New Delhi,159
11-06-2020,IN,New Delhi,275
12-06-2020,IN,New Delhi,296
13-06-2020,IN,New Delhi,137
14-06-2020,IN,New Delhi,149
15-06-2020,IN,New Delhi,117
16-06-2020,IN,New Delhi,102
17-06-2020,IN,New Delhi,89
18-06-2020,IN,New Delhi,99
19-06-2020,IN,New Delhi,152
20-06-2020,IN,New Delhi,95
21-06-2020,IN,New Delhi,109
22-06-2020,IN,New Delhi,93
23-06-2020,IN,New Delhi,72
24-06-2020,IN,New Delhi,85
25-06-2020,IN,New Delhi,91
26-06-2020,IN,New Delhi,97
27-06-2020,IN,New Delhi,93
28-06-2020,IN,New Delhi,151
29-06-2020,IN,New Delhi,95
29-06-2020,IN,New Delhi,95
30-06-2020,IN,New Delhi,107
30-06-2020,IN,New Delhi,107
01-07-2020,IN,New Delhi,183
02-07-2020,IN,New Delhi,197
03-07-2020,IN,New Delhi,104
04-07-2020,IN,New Delhi,80
05-07-2020,IN,New Delhi,72
06-07-2020,IN,New Delhi,112
07-07-2020,IN,New Delhi,55
08-07-2020,IN,New Delhi,74
09-07-2020,IN,New Delhi,117
10-07-2020,IN,New Delhi,166
11-07-2020,IN,New Delhi,312
12-07-2020,IN,New Delhi,330
13-07-2020,IN,New Delhi,82
14-07-2020,IN,New Delhi,97
15-07-2020,IN,New Delhi,97
16-07-2020,IN,New Delhi,85
17-07-2020,IN,New Delhi,117
18-07-2020,IN,New Delhi,107
19-07-2020,IN,New Delhi,74
20-07-2020,IN,New Delhi,55
21-07-2020,IN,New Delhi,72
22-07-2020,IN,New Delhi,57
23-07-2020,IN,New Delhi,85
24-07-2020,IN,New Delhi,102
25-07-2020,IN,New Delhi,74
26-07-2020,IN,New Delhi,97
27-07-2020,IN,New Delhi,76
28-07-2020,IN,New Delhi,68
29-07-2020,IN,New Delhi,68
30-07-2020,IN,New Delhi,53
31-07-2020,IN,New Delhi,95
01-08-2020,IN,New Delhi,182
02-08-2020,IN,New Delhi,217
03-08-2020,IN,New Delhi,159
04-08-2020,IN,New Delhi,91
05-08-2020,IN,New Delhi,122
06-08-2020,IN,New Delhi,93
07-08-2020,IN,New Delhi,68
08-08-2020,IN,New Delhi,104
09-08-2020,IN,New Delhi,85
10-08-2020,IN,New Delhi,159
11-08-2020,IN,New Delhi,318
12-08-2020,IN,New Delhi,245
13-08-2020,IN,New Delhi,42
14-08-2020,IN,New Delhi,59
15-08-2020,IN,New Delhi,82
16-08-2020,IN,New Delhi,65
17-08-2020,IN,New Delhi,80
18-08-2020,IN,New Delhi,70
19-08-2020,IN,New Delhi,61
20-08-2020,IN,New Delhi,63
21-08-2020,IN,New Delhi,57
22-08-2020,IN,New Delhi,46
23-08-2020,IN,New Delhi,57
24-08-2020,IN,New Delhi,50
25-08-2020,IN,New Delhi,55
26-08-2020,IN,New Delhi,46
27-08-2020,IN,New Delhi,59
28-08-2020,IN,New Delhi,78
29-08-2020,IN,New Delhi,74
30-08-2020,IN,New Delhi,25
31-08-2020,IN,New Delhi,46
01-09-2020,IN,New Delhi,170
02-09-2020,IN,New Delhi,224
03-09-2020,IN,New Delhi,139
04-09-2020,IN,New Delhi,82
05-09-2020,IN,New Delhi,151
06-09-2020,IN,New Delhi,154
07-09-2020,IN,New Delhi,82
08-09-2020,IN,New Delhi,87
09-09-2020,IN,New Delhi,129
10-09-2020,IN,New Delhi,165
11-09-2020,IN,New Delhi,510
12-09-2020,IN,New Delhi,212
13-09-2020,IN,New Delhi,151
14-09-2020,IN,New Delhi,153
15-09-2020,IN,New Delhi,149
16-09-2020,IN,New Delhi,149
17-09-2020,IN,New Delhi,107
18-09-2020,IN,New Delhi,107
19-09-2020,IN,New Delhi,137
20-09-2020,IN,New Delhi,152
21-09-2020,IN,New Delhi,149
22-09-2020,IN,New Delhi,78
23-09-2020,IN,New Delhi,72
24-09-2020,IN,New Delhi,85
25-09-2020,IN,New Delhi,134
26-09-2020,IN,New Delhi,119
27-09-2020,IN,New Delhi,93
28-09-2020,IN,New Delhi,153
28-09-2020,IN,New Delhi,153
29-09-2020,IN,New Delhi,155
29-09-2020,IN,New Delhi,155
30-09-2020,IN,New Delhi,151
30-09-2020,IN,New Delhi,151
01-10-2020,IN,New Delhi,194
02-10-2020,IN,New Delhi,221
03-10-2020,IN,New Delhi,155
04-10-2020,IN,New Delhi,117
05-10-2020,IN,New Delhi,149
06-10-2020,IN,New Delhi,137
07-10-2020,IN,New Delhi,74
08-10-2020,IN,New Delhi,76
09-10-2020,IN,New Delhi,132
10-10-2020,IN,New Delhi,168
11-10-2020,IN,New Delhi,492
12-10-2020,IN,New Delhi,184
13-10-2020,IN,New Delhi,187
14-10-2020,IN,New Delhi,182
15-10-2020,IN,New Delhi,182
16-10-2020,IN,New Delhi,170
17-10-2020,IN,New Delhi,181
18-10-2020,IN,New Delhi,180
